Opleiding;Student;Roepnaam;Familienaam;ID Opleidingsond.;Opleidingsonderdeel;STP;Academische periode;Score Januari;Score Juni;Score na juni;Score September;Score 1e kans;Score 2e kans;Score;Tolerantie
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z15794;IT Essentials (EN);3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z15795;Linux Essentials (EN);4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z15800;Application Development in Java (EN);4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z15796;Network Essentials (EN);4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z15803;Data Analysis with SQL (EN);4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z15801;Switching, Routing and Wireless Essenti;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z15805;Windows System Administration (EN);4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z16466;Security Essentials (EN);3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z15806;Communication Skills 1 (EN);4;Academiejaar;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z16467;Professional Skills 1 (EN);6;Academiejaar;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0630969;Bob;Hoskins;Z15798;Webdesign Essentials (EN);6;Eerste Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0423926;Crystal;Lowe;Z15799;IoT Essentials (EN);4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0423926;Crystal;Lowe;Z15803;Data Analysis with SQL (EN);4;Tweede Semester;#;#;#;#;A;#;A; #
PBA Applied Computer Science - Engl progr (Geel);0423926;Crystal;Lowe;Z15805;Windows System Administration (EN);4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0423926;Crystal;Lowe;Z25834;Business Processes & ITIL (EN);5;Tweede Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0423926;Crystal;Lowe;Z16466;Security Essentials (EN);3;Tweede Semester;#;#;#;#;A;#;A; #
PBA Applied Computer Science - Engl progr (Geel);0672533;Ron;Perlman;Z15799;IoT Essentials (EN);4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0672533;Ron;Perlman;Z15803;Data Analysis with SQL (EN);4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0672533;Ron;Perlman;Z15805;Windows System Administration (EN);4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0672533;Ron;Perlman;Z16466;Security Essentials (EN);3;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0672533;Ron;Perlman;Z15806;Communication Skills 1 (EN);4;Academiejaar;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15793;Programming Essentials (EN);6;Eerste Semester;#;#;#;#;F;ZERO;F; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15799;IoT Essentials (EN);4;Tweede Semester;#;#;#;#;ZERO;#;ZERO; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15804;Webdesign Advanced (EN);4;Tweede Semester;#;#;#;#;ZERO;#;ZERO; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15794;IT Essentials (EN);3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15795;Linux Essentials (EN);4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15800;Application Development in Java (EN);4;Tweede Semester;#;#;#;#;ZERO;#;ZERO; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15796;Network Essentials (EN);4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15803;Data Analysis with SQL (EN);4;Tweede Semester;#;#;#;#;ZERO;#;ZERO; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15801;Switching, Routing and Wireless Essenti;4;Tweede Semester;#;#;#;#;ZERO;#;ZERO; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15805;Windows System Administration (EN);4;Tweede Semester;#;#;#;#;ZERO;#;ZERO; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z16466;Security Essentials (EN);3;Tweede Semester;#;#;#;#;ZERO;#;ZERO; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z16467;Professional Skills 1 (EN);6;Academiejaar;#;#;#;#;ZERO;#;ZERO; #
PBA Applied Computer Science - Engl progr (Geel);0376957;Carmen;Argenziano;Z15798;Webdesign Essentials (EN);6;Eerste Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15793;Programming Essentials (EN);6;Eerste Semester;#;#;#;#;F;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15799;IoT Essentials (EN);4;Tweede Semester;#;#;#;#;D;D;D;AT
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15804;Webdesign Advanced (EN);4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15794;IT Essentials (EN);3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15795;Linux Essentials (EN);4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15800;Application Development in Java (EN);4;Tweede Semester;#;#;#;#;F;D;D;AT
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15796;Network Essentials (EN);4;Eerste Semester;#;#;#;#;F;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15803;Data Analysis with SQL (EN);4;Tweede Semester;#;#;#;#;F;D;D; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15801;Switching, Routing and Wireless Essenti;4;Tweede Semester;#;#;#;#;D;D;D;AT
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15805;Windows System Administration (EN);4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z16466;Security Essentials (EN);3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15806;Communication Skills 1 (EN);4;Academiejaar;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z16467;Professional Skills 1 (EN);6;Academiejaar;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0364360;Kevin;Chapman;Z15798;Webdesign Essentials (EN);6;Eerste Semester;#;#;#;#;F;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z14469;Intercultural communication;5;Eerste Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z15799;IoT Essentials (EN);4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z15801;Switching, Routing and Wireless Essenti;4;Tweede Semester;#;#;#;#;F;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z13992;Enterprise Content Services;4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z25836;Project PHP (EN);5;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z15808;Big Data;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z15810;Artificial Intelligence Project;5;Eerste Semester;#;#;#;#;F;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z15809;Business Intelligence Project;3;Eerste Semester;#;#;#;#;ZERO;F;ZERO; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z15811;Cloud AI;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z13993;Data Engineering;4;Eerste Semester;#;#;#;#;F;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z25529;Professional Skills 3;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z25528;Project 4.0;8;Academiejaar;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z16470;Religion, Meaning and Culture;3;Tweede Semester;#;#;#;#;FAIL;PASS;PASS; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z25829;Linux Webservices (EN);3;Eerste Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0494926;Samuel;L. Jackson;Z25839;Professional Skills 2 (EN);3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Applied Computer Science - Engl progr (Geel);0641762;Sharon;Wilkins;Z15799;IoT Essentials (EN);4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0641762;Sharon;Wilkins;Z15803;Data Analysis with SQL (EN);4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0641762;Sharon;Wilkins;Z15805;Windows System Administration (EN);4;Tweede Semester;#;#;#;#;ZERO;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0641762;Sharon;Wilkins;Z25834;Business Processes & ITIL (EN);5;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0641762;Sharon;Wilkins;Z16466;Security Essentials (EN);3;Tweede Semester;#;#;#;#;D;F;D; #
PBA Applied Computer Science - Engl progr (Geel);0641762;Sharon;Wilkins;Z15806;Communication Skills 1 (EN);4;Academiejaar;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13459;Business Essentials;4;Eerste Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13477;Professional Skills 2;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z16453;API Development;4;Eerste Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13468;Français;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13486;Windows Server;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13473;Linux Webservices;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13487;DevOps & Security;3;Eerste Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z25511;Enterprise Networking, Security and Auto;3;Eerste Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13470;IoT Advanced;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13472;Linux Network Services;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13466;English 2;3;Tweede Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z16481;Network & OS Security;6;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13461;Network and Cloud Automation;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z25501;Systems Engineering & Analysis;5;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z16480;Datacenter Technology;3;Tweede Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0436565;Rebecca;Hall;Z13481;Project Hosting;5;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;ZERO;F;ZERO; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25064;English 1;4;Academiejaar;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25065;IT Essentials;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25067;Linux Essentials;4;Eerste Semester;#;#;#;#;D;D;D; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25068;Network Essentials;4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z16448;Professional Skills 1;6;Academiejaar;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z16447;Security Essentials;3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25069;Switching, Routing and Wireless Essentia;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25500;Webdesign Essentials;6;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25076;Windows System Administration;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0582967;Dash;Mihok;Z25499;Programming Essentials;6;Eerste Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z25065;IT Essentials;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z25068;Network Essentials;4;Eerste Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z16448;Professional Skills 1;6;Academiejaar;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z16447;Security Essentials;3;Tweede Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z25069;Switching, Routing and Wireless Essentia;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z25500;Webdesign Essentials;6;Eerste Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0329797;Tom;Van Dyck;Z25076;Windows System Administration;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;D;F;D; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;D;F;D; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;D;F;D; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25064;English 1;4;Academiejaar;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25065;IT Essentials;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25067;Linux Essentials;4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25068;Network Essentials;4;Eerste Semester;#;#;#;#;D;F;D; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z16448;Professional Skills 1;6;Academiejaar;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z16447;Security Essentials;3;Tweede Semester;#;#;#;#;D;D;D; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25069;Switching, Routing and Wireless Essentia;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25500;Webdesign Essentials;6;Eerste Semester;#;#;#;#;F;D;D; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25076;Windows System Administration;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0654047;Clea;DuVall;Z25499;Programming Essentials;6;Eerste Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0307193;Mos;Def;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0307193;Mos;Def;Z25064;English 1;4;Academiejaar;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0307193;Mos;Def;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0307193;Mos;Def;Z16447;Security Essentials;3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0307193;Mos;Def;Z25076;Windows System Administration;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z14469;Intercultural communication;5;Eerste Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z15804;Webdesign Advanced (EN);4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z15794;IT Essentials (EN);3;Eerste Semester;#;#;#;#;ZERO;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z15795;Linux Essentials (EN);4;Eerste Semester;#;#;#;#;ZERO;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z15800;Application Development in Java (EN);4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z15796;Network Essentials (EN);4;Eerste Semester;#;#;#;#;ZERO;B;B; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z15801;Switching, Routing and Wireless Essenti;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25833;Data Visualisation (EN);4;Eerste Semester;#;#;#;#;ZERO;D;D; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z16468;Data Science (EN);3;Eerste Semester;#;#;#;#;ZERO;B;B; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25834;Business Processes & ITIL (EN);5;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25826;Entrepreneurship (EN);4;Tweede Semester;#;#;#;#;D;F;D;AT
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z16466;Security Essentials (EN);3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25831;DevOps & Security (EN);3;Eerste Semester;#;#;#;#;ZERO;C;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25836;Project PHP (EN);5;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25827;Requirements Analysis (EN);8;Eerste Semester;#;#;#;#;ZERO;D;D;AT
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25835;Java Advanced (EN);4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z16469;.NET Development (EN);6;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25837;UML (EN);3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25839;Professional Skills 2 (EN);3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Applied Computer Science - Engl progr (Geel);0307589;Benedict;Cumberbatch;Z25830;Web Applications in PHP (EN);4;Eerste Semester;#;#;#;#;ZERO;A;A; #
