Opleiding;Student;Roepnaam;Familienaam;ID Opleidingsond.;Opleidingsonderdeel;STP;Academische periode;Score Januari;Score Juni;Score na juni;Score September;Score 1e kans;Score 2e kans;Score;Tolerantie
PBA Applied Computer Science - Engl progr (Geel);0569029;Bob;Balaban;Z15793;Programming Essentials (EN);6;Eerste Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0569029;Bob;Balaban;Z15801;Switching, Routing and Wireless Essenti;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0569029;Bob;Balaban;Z15804;Webdesign Advanced (EN);4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0569029;Bob;Balaban;Z15798;Webdesign Essentials (EN);6;Eerste Semester;#;#;#;#;F;F;F; #
PBA Applied Computer Science - Engl progr (Geel);0569029;Bob;Balaban;Z15805;Windows System Administration (EN);4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0612376;Sean;Gilder;Z13459;Business Essentials;4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0612376;Sean;Gilder;Z13468;Français;3;Eerste Semester;#;#;#;#;F;D;D;AT
PBA Toegepaste Informatica (Geel);0612376;Sean;Gilder;Z15783;Digital Innovation S3-12;12;Eerste Semester;#;#;#;#;PASS;#;PASS; #
PBA Toegepaste Informatica (Geel);0612376;Sean;Gilder;Z25514;Data Visualisation;3;Tweede Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0612376;Sean;Gilder;Z25827;Requirements Analysis (EN);8;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0612376;Sean;Gilder;Z13460;Business Processes & ITIL;5;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0612376;Sean;Gilder;Z13467;English 2;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0612376;Sean;Gilder;Z15789;Digital Innovation S4-22;22;Tweede Semester;#;#;#;#;PASS;#;PASS; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z13459;Business Essentials;4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z13473;Linux Webservices;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z13486;Windows Server;4;Tweede Semester;#;#;#;#;F;C;C; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z25512;Network Security & Firewall;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z13462;Datacenter Technology and OS Security;5;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z25511;Enterprise Networking, Security and Auto;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z13470;IoT Advanced;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z13472;Linux Network Services;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z13481;Project Hosting;5;Tweede Semester;#;#;#;#;D;#;D;AT
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z13487;DevOps & Security;3;Eerste Semester;#;#;#;#;ZERO;B;B; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z13477;Professional Skills 2;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Elektronica-ICT (Geel);0688511;Leland;Orser;Z25501;Systems Engineering & Analysis;5;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25064;English 1;4;Academiejaar;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25065;IT Essentials;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25067;Linux Essentials;4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25068;Network Essentials;4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25071;Orientation Project 1;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25072;Orientation Project 2;3;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25070;Professional Skills 1;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25499;Programming Essentials;6;Eerste Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25069;Switching, Routing and Wireless Essentia;4;Tweede Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25500;Webdesign Essentials;6;Eerste Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0413487;Michael;Lonsdale;Z25076;Windows System Administration;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica - Application Development - WES (;0459285;Celia;Imrie;Z25523;WT - Webdesign Advanced;7;Tweede Semester;#;#;#;#;F;D;D; #
PBA Toegepaste Informatica - Application Development - WES (;0459285;Celia;Imrie;Z25519;WT - Application Development in Python;7;Eerste Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica - Application Development - WES (;0459285;Celia;Imrie;Z25518;WT - Data Analysis with SQL;5;Eerste Semester;#;#;#;#;F;C;C; #
PBA Toegepaste Informatica - Application Development - WES (;0459285;Celia;Imrie;Z25520;WT - Network Essentials;4;Eerste Semester;#;#;#;#;D;F;D; #
PBA Toegepaste Informatica - Application Development - WES (;0459285;Celia;Imrie;Z25525;WT - Web Applications in Java;8;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica - Application Development - WES (;0459285;Celia;Imrie;Z25521;WT - Webdesign Essentials;7;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13459;Business Essentials;4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13473;Linux Webservices;3;Eerste Semester;#;#;#;#;D;F;D;AT
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13476;Web Applications in PHP;4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13475;Cordova;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13487;DevOps & Security;3;Eerste Semester;#;#;#;#;D;D;D;AT
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13477;Professional Skills 2;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z25514;Data Visualisation;3;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13469;Français;3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13460;Business Processes & ITIL;5;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13467;English 2;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13489;.NET Development;3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13458;ASP.NET MVC;3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13471;Java Advanced;4;Tweede Semester;#;#;#;#;D;B;B; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13485;UML;3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z13479;Project PHP;5;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0557821;James;Fiddy;Z15776;Requirements Analysis;8;Eerste Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0522399;Michael;Parks;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0522399;Michael;Parks;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0522399;Michael;Parks;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0522399;Michael;Parks;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0522399;Michael;Parks;Z25064;English 1;4;Academiejaar;#;#;#;#;D;C;C; #
PBA Toegepaste Informatica (Geel);0522399;Michael;Parks;Z25072;Orientation Project 2;3;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0522399;Michael;Parks;Z25070;Professional Skills 1;3;Academiejaar;#;#;#;#;FAIL;#;FAIL; #
PBA Toegepaste Informatica (Geel);0522399;Michael;Parks;Z25069;Switching, Routing and Wireless Essentia;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0522399;Michael;Parks;Z25076;Windows System Administration;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z13459;Business Essentials;4;Eerste Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z13473;Linux Webservices;3;Eerste Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z13468;Français;3;Eerste Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z13466;English 2;3;Tweede Semester;#;#;#;#;F;B;B; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z25511;Enterprise Networking, Security and Auto;3;Eerste Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z13472;Linux Network Services;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z13461;Network and Cloud Automation;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z13487;DevOps & Security;3;Eerste Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z25499;Programming Essentials;6;Eerste Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z25069;Switching, Routing and Wireless Essentia;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0646060;Geoffrey;Rush;Z25500;Webdesign Essentials;6;Eerste Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z13984;Bachelorproef (Semester 2);4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z13982;RZL;3;Tweede Semester;#;#;#;#;PASS;#;PASS; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z13983;Stage (Semester 2);20;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z13980;Professional Skills 3;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z13981;Project 4.0;8;Academiejaar;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z25516;Angular;6;Eerste Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z25517;Artificial Intelligence;4;Eerste Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z13986;Augmented Reality and Mobile App Develop;5;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z25515;Enterprise Development Experience;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0428712;Celia;Weston;Z13987;React;4;Eerste Semester;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0320959;Cliff;Curtis;Z13984;Bachelorproef (Semester 2);4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0320959;Cliff;Curtis;Z13983;Stage (Semester 2);20;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0320959;Cliff;Curtis;Z13980;Professional Skills 3;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Toegepaste Informatica (Geel);0320959;Cliff;Curtis;Z13981;Project 4.0;8;Academiejaar;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0320959;Cliff;Curtis;Z25516;Angular;6;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0320959;Cliff;Curtis;Z25517;Artificial Intelligence;4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0320959;Cliff;Curtis;Z13986;Augmented Reality and Mobile App Develop;5;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0320959;Cliff;Curtis;Z25515;Enterprise Development Experience;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0320959;Cliff;Curtis;Z13987;React;4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT - Cloud & Cyber Security - WES (Geel);0622992;Carol;Cleveland;Z25522;WT - Switching, Routing and Wireless Es;4;Tweede Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT - Cloud & Cyber Security - WES (Geel);0622992;Carol;Cleveland;Z25523;WT - Webdesign Advanced;7;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT - Cloud & Cyber Security - WES (Geel);0622992;Carol;Cleveland;Z25519;WT - Application Development in Python;7;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT - Cloud & Cyber Security - WES (Geel);0622992;Carol;Cleveland;Z25518;WT - Data Analysis with SQL;5;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT - Cloud & Cyber Security - WES (Geel);0622992;Carol;Cleveland;Z25524;WT - IT Essentials;3;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT - Cloud & Cyber Security - WES (Geel);0622992;Carol;Cleveland;Z25520;WT - Network Essentials;4;Eerste Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT - Cloud & Cyber Security - WES (Geel);0622992;Carol;Cleveland;Z25525;WT - Web Applications in Java;8;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT - Cloud & Cyber Security - WES (Geel);0622992;Carol;Cleveland;Z25521;WT - Webdesign Essentials;7;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25064;English 1;4;Academiejaar;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25065;IT Essentials;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25067;Linux Essentials;4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25068;Network Essentials;4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25071;Orientation Project 1;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25072;Orientation Project 2;3;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25070;Professional Skills 1;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25499;Programming Essentials;6;Eerste Semester;#;#;#;#;D;B;B; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25069;Switching, Routing and Wireless Essentia;4;Tweede Semester;#;#;#;#;D;#;D;AT
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25500;Webdesign Essentials;6;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0600101;Clifton;Collins Jr.;Z25076;Windows System Administration;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13459;Business Essentials;4;Eerste Semester;#;#;#;#;F;C;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13473;Linux Webservices;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13476;Web Applications in PHP;4;Eerste Semester;#;#;#;#;F;F;F; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13486;Windows Server;4;Tweede Semester;#;#;#;#;F;C;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13466;English 2;3;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z25512;Network Security & Firewall;4;Tweede Semester;#;#;#;#;F;C;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13462;Datacenter Technology and OS Security;5;Tweede Semester;#;#;#;#;D;B;B; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z25511;Enterprise Networking, Security and Auto;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13470;IoT Advanced;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13472;Linux Network Services;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13461;Network and Cloud Automation;4;Tweede Semester;#;#;#;#;D;C;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13481;Project Hosting;5;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;D;F;D;AT
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13487;DevOps & Security;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z13477;Professional Skills 2;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z25500;Webdesign Essentials;6;Eerste Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0551813;Pete;Docter;Z25501;Systems Engineering & Analysis;5;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0427649;Judi;Dench;Z13984;Bachelorproef (Semester 2);4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0427649;Judi;Dench;Z13982;RZL;3;Tweede Semester;#;#;#;#;PASS;#;PASS; #
PBA Toegepaste Informatica (Geel);0427649;Judi;Dench;Z13983;Stage (Semester 2);20;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0427649;Judi;Dench;Z13980;Professional Skills 3;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Toegepaste Informatica (Geel);0427649;Judi;Dench;#;Niet toegewezen;15;Niet toegewezen;#;#;#;#;A;#;A; #
PBA Toegepaste Informatica (Geel);0427649;Judi;Dench;#;Niet toegewezen;15;Niet toegewezen;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;F;C;C; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25064;English 1;4;Academiejaar;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25065;IT Essentials;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25067;Linux Essentials;4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25068;Network Essentials;4;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25071;Orientation Project 1;3;Eerste Semester;#;#;#;#;C;#;C; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25072;Orientation Project 2;3;Tweede Semester;#;#;#;#;B;#;B; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25070;Professional Skills 1;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25499;Programming Essentials;6;Eerste Semester;#;#;#;#;F;D;D; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25069;Switching, Routing and Wireless Essentia;4;Tweede Semester;#;#;#;#;D;D;D;AT
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25500;Webdesign Essentials;6;Eerste Semester;#;#;#;#;F;F;F; #
PBA Toegepaste Informatica (Geel);0653571;Omid;Djalili;Z25076;Windows System Administration;4;Tweede Semester;#;#;#;#;D;C;C; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25066;Application Development in Java;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25075;Webdesign Advanced;4;Tweede Semester;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25063;IoT Essentials;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25073;Data Analysis with SQL;4;Tweede Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25064;English 1;4;Academiejaar;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25065;IT Essentials;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25067;Linux Essentials;4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25068;Network Essentials;4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25071;Orientation Project 1;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25072;Orientation Project 2;3;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25070;Professional Skills 1;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25499;Programming Essentials;6;Eerste Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25069;Switching, Routing and Wireless Essentia;4;Tweede Semester;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25500;Webdesign Essentials;6;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0452187;Nick;Frost;Z25076;Windows System Administration;4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0453715;Josh;Brolin;Z13984;Bachelorproef (Semester 2);4;Tweede Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0453715;Josh;Brolin;Z13982;RZL;3;Tweede Semester;#;#;#;#;PASS;#;PASS; #
PBA Elektronica-ICT (Geel);0453715;Josh;Brolin;Z13980;Professional Skills 3;3;Academiejaar;#;#;#;#;PASS;#;PASS; #
PBA Elektronica-ICT (Geel);0453715;Josh;Brolin;Z13981;Project 4.0;8;Academiejaar;#;#;#;#;C;#;C; #
PBA Elektronica-ICT (Geel);0453715;Josh;Brolin;#;Niet toegewezen;20;Niet toegewezen;#;#;#;#;A;#;A; #
PBA Elektronica-ICT (Geel);0453715;Josh;Brolin;Z15779;Emerging Technologies;4;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0453715;Josh;Brolin;Z13966;Microsoft System Center;3;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0453715;Josh;Brolin;Z25513;Cybersecurity & Security Operation Cent;8;Eerste Semester;#;#;#;#;B;#;B; #
PBA Elektronica-ICT (Geel);0453715;Josh;Brolin;Z13968;IT Service Management;3;Eerste Semester;#;#;#;#;C;#;C; #
